월,계정,상품명,옵션명,매출,주문,판매량,원가합계
2026-03,올투게더나우,올투게더나우 바른요 허리보호대 복대 마사지볼 세트,"올투게더나우 바른요 허리보호대 복대 마사지볼 세트, S, 1개",28900,1,1,7500
2026-03,올투게더나우,올투게더나우 바른요 허리보호대 복대 마사지볼 세트,"올투게더나우 바른요 허리보호대 복대 마사지볼 세트, XL, 1개",144500,5,5,37500
2026-03,올투게더나우,올투게더나우 바른자세 허리보호대,"올투게더나우 바른자세 허리보호대, L, 1개",57800,2,2,0
2026-03,올투게더나우,올투게더나우 손가락 보호대 밴드,"올투게더나우 손가락 보호대 밴드, 2개",9880,1,1,0
2026-03,올투게더나우,올투게더나우 손목보호대 아대 2p,"올투게더나우 손목보호대 아대 2p, 1쌍 + 마사지볼, 1세트",119700,8,10,29000
2026-03,올투게더나우,올투게더나우 손목보호대 아대 2p,"올투게더나우 손목보호대 아대 2p, 1쌍 + 악력기, 1세트",23940,2,2,5800
2026-03,올투게더나우,올투게더나우 아치패드 깔창 2p 1set,"올투게더나우 아치패드 깔창 2p 1set, 1세트, 블랙",9800,1,1,2100
2026-03,올투게더나우,올투게더나우 아치패드 깔창 2p 1set,"올투게더나우 아치패드 깔창 2p 1set, 2세트, 블랙",14900,1,1,4200
2026-03,올투게더나우,올투게더나우 아치패드 깔창 2p 1set,"올투게더나우 아치패드 깔창 2p 1set, 베이지, 1세트, FREE",9800,1,1,2100
2026-03,올투게더나우,올투게더나우 어깨보호대,"올투게더나우 어깨보호대, 좌우겸용, 1개, FREE",78250,4,5,22500
2026-03,올투게더나우,올투게더나우 엄지 발가락 보호대,"올투게더나우 엄지 발가락 보호대, 1개, 양쪽",29800,2,2,4000
2026-03,올투게더나우,올투게더나우 엄지 발가락 보호대,"올투게더나우 엄지 발가락 보호대, 1개, 우측",128700,13,13,26000
2026-03,올투게더나우,올투게더나우 엄지 발가락 보호대,"올투게더나우 엄지 발가락 보호대, 1개, 좌측",148500,15,15,30000
2026-03,올투게더나우,올투게더나우 영자 무릎보호대 아대,"올투게더나우 영자 무릎보호대 아대, 블랙, 양쪽, L, 1개",251100,5,9,33300
2026-03,올투게더나우,올투게더나우 영자 무릎보호대 아대,"올투게더나우 영자 무릎보호대 아대, 블랙, 양쪽, M, 1개",27900,1,1,3700
2026-03,올투게더나우,올투게더나우 영자 무릎보호대 아대,"올투게더나우 영자 무릎보호대 아대, 블랙, 오른쪽, L, 1개",14900,1,1,3700
2026-03,올투게더나우,올투게더나우 영자 무릎보호대 아대,"올투게더나우 영자 무릎보호대 아대, 블랙, 오른쪽, M, 1개",14900,1,1,3700
2026-03,올투게더나우,올투게더나우 영자 무릎보호대 아대,"올투게더나우 영자 무릎보호대 아대, 블랙, 왼쪽, L, 1개",29800,2,2,7400
2026-03,올투게더나우,올투게더나우 영자 무릎보호대 아대,"올투게더나우 영자 무릎보호대 아대, 아이보리, 양쪽, L, 1개",55800,2,2,7400
2026-03,올투게더나우,올투게더나우 올바른 허리보호대 허리 복대,"올투게더나우 올바른 허리보호대 허리 복대, L, 1개",65700,3,3,24300
2026-03,올투게더나우,올투게더나우 올바른 허리보호대 허리 복대,"올투게더나우 올바른 허리보호대 허리 복대, M, 1개",65700,3,3,24300
2026-03,올투게더나우,올투게더나우 올바른 허리보호대 허리 복대,"올투게더나우 올바른 허리보호대 허리 복대, XL, 1개",65700,3,3,24300
2026-03,올투게더나우,올투게더나우 와이어 허리 복대 허리보호대 마사지볼 세트,"올투게더나우 와이어 허리 복대 허리보호대 마사지볼 세트, L, 1개",27900,1,1,8000
2026-03,올투게더나우,올투게더나우 와이어 허리 복대 허리보호대 마사지볼 세트,"올투게더나우 와이어 허리 복대 허리보호대 마사지볼 세트, M, 1개",27900,1,1,8000
2026-03,올투게더나우,올투게더나우 원와이어 허리보호대,"올투게더나우 원와이어 허리보호대, L, 1개",149500,4,5,40000
2026-03,올투게더나우,올투게더나우 원와이어 허리보호대,"올투게더나우 원와이어 허리보호대, M, 1개",29900,1,1,8000
2026-03,올투게더나우,올투게더나우 원와이어 허리보호대,"올투게더나우 원와이어 허리보호대, XL, 1개",89700,2,3,24000
2026-03,올투게더나우,올투게더나우 이중압박 손목 보호대 블랙,"올투게더나우 이중압박 손목 보호대 블랙, 40.5 x 6 cm, 2개",35800,2,2,0
2026-03,올투게더나우,올투게더나우 자세펴 바른 자세 어깨 밴드,"올투게더나우 자세펴 바른 자세 어깨 밴드, 1개, L",14900,1,1,2700
2026-03,올투게더나우,올투게더나우 자세펴 바른 자세 어깨 밴드,"올투게더나우 자세펴 바른 자세 어깨 밴드, 1개, M",59600,4,4,10800
2026-03,올투게더나우,올투게더나우 코지 무릎 보호대 2p 1set,"올투게더나우 코지 무릎 보호대 2p 1set, M, 1세트",44700,3,3,14400
2026-03,올투게더나우,올투게더나우 코지 무릎 보호대 2p 1set,"올투게더나우 코지 무릎 보호대 2p 1set, S, 1세트",14900,1,1,4800
2026-03,올투게더나우,올투게더나우 테이핑 발목 보호대 아대 1p,"올투게더나우 테이핑 발목 보호대 아대 1p, 1개",6170,1,1,2700
2026-03,올투게더나우,올투게더나우 팔꿈치 고급 엘보 보호대,"올투게더나우 팔꿈치 고급 엘보 보호대, 한팔, 1개",137400,9,12,0
2026-03,올투게더나우,올투게더나우 팔꿈치 보호대,"올투게더나우 팔꿈치 보호대, 블랙, 2개, FREE",3669300,219,223,825100
2026-03,올투게더나우,올투게더나우 팔꿈치 보호대 2p 1set,"올투게더나우 팔꿈치 보호대 2p 1set, 블랙, XL, 1개",29800,2,2,11200
2026-03,올투게더나우,올투게더나우 팔꿈치 엘보 보호대,"올투게더나우 팔꿈치 엘보 보호대, 블랙, 1개, FREE",10387930,1020,1103,2426600
2026-03,올투게더나우,올투게더나우 허리보호대 복대,"올투게더나우 허리보호대 복대, L, 1개",732600,36,37,277500
2026-03,올투게더나우,올투게더나우 허리보호대 복대,"올투게더나우 허리보호대 복대, M, 1개",316800,16,16,120000
2026-03,올투게더나우,올투게더나우 허리보호대 복대,"올투게더나우 허리보호대 복대, XL, 1개",693000,35,35,262500
2026-03,올투게더나우,유큐어 주상골 압박 아치패드 깔창 스킨색 2p,"유큐어 주상골 압박 아치패드 깔창 스킨색 2p, 1세트, FREE",10900,1,1,2100
2026-04,올투게더나우,물리치료사가 판매하는 올투게더나우 4세대 영자 무릎보호대 아대 블랙,"물리치료사가 판매하는 올투게더나우 4세대 영자 무릎보호대 아대 블랙, M, 2개",1231050,50,52,208000
2026-04,올투게더나우,물리치료사가 판매하는 올투게더나우 4세대 영자 무릎보호대 아대 블랙,"물리치료사가 판매하는 올투게더나우 4세대 영자 무릎보호대 아대 블랙, XL, 1개",178800,12,12,24000
2026-04,올투게더나우,물리치료사가 판매하는 올투게더나우 모든 손가락 보호대,"물리치료사가 판매하는 올투게더나우 모든 손가락 보호대, 1개, L",12400,1,1,3400
2026-04,올투게더나우,물리치료사가 판매하는 올투게더나우 모든 손가락 보호대,"물리치료사가 판매하는 올투게더나우 모든 손가락 보호대, 1개, S",49600,4,4,13600
2026-04,올투게더나우,물리치료사가 판매하는 올투게더나우 모든 손가락 보호대,"물리치료사가 판매하는 올투게더나우 모든 손가락 보호대, 2개, L",59400,3,3,20400
2026-04,올투게더나우,물리치료사가 판매하는 올투게더나우 모든 손가락 보호대,"물리치료사가 판매하는 올투게더나우 모든 손가락 보호대, 2개, S",79200,4,4,27200
2026-04,올투게더나우,물리치료사가 판매하는 올투게더나우 손목보호대,"물리치료사가 판매하는 올투게더나우 손목보호대, 양손 L, 1개",35800,1,2,0
2026-04,올투게더나우,물리치료사가 판매하는 올투게더나우 손목보호대,"물리치료사가 판매하는 올투게더나우 손목보호대, 오른손 L, 1개",39200,4,4,0
2026-04,올투게더나우,물리치료사가 판매하는 올투게더나우 손목보호대,"물리치료사가 판매하는 올투게더나우 손목보호대, 왼손 L, 1개",9800,1,1,0
2026-04,올투게더나우,물리치료사가 판매하는 올투게더나우 실리콘 손목 보호대,"물리치료사가 판매하는 올투게더나우 실리콘 손목 보호대, 1개",44400,6,6,14400
2026-04,올투게더나우,물리치료사가 판매하는 올투게더나우 컨시더 팔꿈치보호대,"물리치료사가 판매하는 올투게더나우 컨시더 팔꿈치보호대, 블랙, 1개",59600,3,4,11200
2026-04,올투게더나우,물리치료사가 판매하는 올투게더나우 컨시더 팔꿈치보호대,"물리치료사가 판매하는 올투게더나우 컨시더 팔꿈치보호대, 블루, 1개",29800,2,2,5600
2026-04,올투게더나우,보호대연구소 쫀쫀 손목 보호대 아대 2p,"보호대연구소 쫀쫀 손목 보호대 아대 2p, 블랙, 1세트, free",43800,2,2,2400
2026-04,올투게더나우,올투게더나우 4세대 영자 무릎보호대 아대,"올투게더나우 4세대 영자 무릎보호대 아대, 1개, M, 화이트, 화이트",29800,1,2,4000
2026-04,올투게더나우,올투게더나우 4세대 영자 무릎보호대 아대,"올투게더나우 4세대 영자 무릎보호대 아대, L, 1개",193700,11,13,26000
2026-04,올투게더나우,올투게더나우 8세대 영자 무릎 보호대 아대,"올투게더나우 8세대 영자 무릎 보호대 아대, 1개, L",47700,3,3,8100
2026-04,올투게더나우,올투게더나우 8세대 영자 무릎 보호대 아대,"올투게더나우 8세대 영자 무릎 보호대 아대, 1개, M",95400,6,6,16200
2026-04,올투게더나우,올투게더나우 8세대 영자 무릎 보호대 아대,"올투게더나우 8세대 영자 무릎 보호대 아대, 1개, XL",15900,1,1,2700
2026-04,올투게더나우,올투게더나우 8세대 영자 무릎 보호대 아대,"올투게더나우 8세대 영자 무릎 보호대 아대, 2개, L",215200,7,8,43200
2026-04,올투게더나우,올투게더나우 8세대 영자 무릎 보호대 아대,"올투게더나우 8세대 영자 무릎 보호대 아대, 2개, M",161400,6,6,32400
2026-04,올투게더나우,올투게더나우 8세대 영자 무릎 보호대 아대,"올투게더나우 8세대 영자 무릎 보호대 아대, 2개, XL",134500,5,5,27000
2026-04,올투게더나우,올투게더나우 가벼운 허리보호대 복대,"올투게더나우 가벼운 허리보호대 복대, L, 1개",33900,2,2,0
2026-04,올투게더나우,올투게더나우 강력 압박 스트랩 손목 보호대 아대,"올투게더나우 강력 압박 스트랩 손목 보호대 아대, FREE, 2p",75600,4,4,21600
2026-04,올투게더나우,올투게더나우 고정 손목보호대 아대 블랙,"올투게더나우 고정 손목보호대 아대 블랙, M, 1개",11900,1,1,3200
2026-04,올투게더나우,올투게더나우 고정형 발목 보호대 아대,"올투게더나우 고정형 발목 보호대 아대, XL:26x15cm, 1개",23400,1,1,0
2026-04,올투게더나우,올투게더나우 관절 압박 손목 보호대 아대 블랙,"올투게더나우 관절 압박 손목 보호대 아대 블랙, 1개",12900,1,1,2700
2026-04,올투게더나우,올투게더나우 관절 압박 손목 보호대 아대 블랙,"올투게더나우 관절 압박 손목 보호대 아대 블랙, 2개",151200,8,8,43200
2026-04,올투게더나우,올투게더나우 관절 압박 손목보호대 아대 핑크,"올투게더나우 관절 압박 손목보호대 아대 핑크, 2개",75600,4,4,21600
2026-04,올투게더나우,올투게더나우 다이얼 압박 무릎 보호대 아대,"올투게더나우 다이얼 압박 무릎 보호대 아대, 1개, M(무릎둘레 40~44)",29800,1,1,0
2026-04,올투게더나우,올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 블랙,"올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 블랙, L, 2개",498000,20,20,80000
2026-04,올투게더나우,올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 블랙,"올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 블랙, M, 1개",163900,11,11,22000
2026-04,올투게더나우,올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 블랙,"올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 블랙, XL, 2개",398400,16,16,64000
2026-04,올투게더나우,올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 화이트,"올투게더나우 리뉴얼 4세대 영자 무릎 보호대 아대 화이트, 2개, M",74700,3,3,12000
2026-04,올투게더나우,올투게더나우 목 보호대 밴드,"올투게더나우 목 보호대 밴드, 1개, L",12900,1,1,3300
2026-04,올투게더나우,올투게더나우 바른요 허리보호대 복대 마사지볼 세트,"올투게더나우 바른요 허리보호대 복대 마사지볼 세트, L, 1개",28900,1,1,7500
2026-04,올투게더나우,올투게더나우 바른요 허리보호대 복대 마사지볼 세트,"올투게더나우 바른요 허리보호대 복대 마사지볼 세트, M, 1개",57800,2,2,15000
2026-04,올투게더나우,올투게더나우 바른요 허리보호대 복대 마사지볼 세트,"올투게더나우 바른요 허리보호대 복대 마사지볼 세트, XL, 1개",57800,2,2,15000
2026-04,올투게더나우,올투게더나우 손목보호대 아대 2p,"올투게더나우 손목보호대 아대 2p, 1쌍 + 마사지볼, 1세트",47880,4,4,11600
2026-04,올투게더나우,올투게더나우 아치패드 깔창 2p 1set,"올투게더나우 아치패드 깔창 2p 1set, 1세트, 블랙",9800,1,1,2100
2026-04,올투게더나우,올투게더나우 아치패드 깔창 2p 1set,"올투게더나우 아치패드 깔창 2p 1set, 베이지, 1세트, FREE",68600,7,7,14700
2026-04,올투게더나우,올투게더나우 얇은 허리 보호대,"올투게더나우 얇은 허리 보호대, M, 1개",18800,1,1,5000
2026-04,올투게더나우,올투게더나우 어깨보호대,"올투게더나우 어깨보호대, 좌우겸용, 1개, FREE",179000,5,10,45000
2026-04,올투게더나우,올투게더나우 엄지 발가락 보호대,"올투게더나우 엄지 발가락 보호대, 1개, 양쪽",149000,10,10,20000
