날짜,채널,계정,상품코드,주문건수,판매수량,매출,총매출
2026-05-10,네이버,네이버,NV-029,5,6,65178,70200
2026-05-10,네이버,네이버,NV-030,3,3,57512,62400
2026-05-10,네이버,네이버,NV-031,1,1,23863,25520
2026-05-10,네이버,네이버,NV-034,1,1,13634,14900
2026-05-10,네이버,네이버,NV-038,1,1,20852,22420
2026-05-10,네이버,네이버,NV-044,3,2,52771,57670
2026-05-10,네이버,네이버,NV-045,2,2,34871,37800
2026-05-10,네이버,네이버,NV-049,1,1,9300,10000
2026-05-10,네이버,네이버,NV-050,1,2,37525,39500
2026-05-10,네이버,네이버,SHIP,223,0,651864,672000
2026-05-11,네이버,네이버,NV-002,26,26,394993,419910
2026-05-11,네이버,네이버,NV-003,148,149,2681969,2862300
2026-05-11,네이버,네이버,NV-004,12,12,147040,156900
2026-05-11,네이버,네이버,NV-005,3,3,40399,44150
2026-05-11,네이버,네이버,NV-006,7,7,93496,100290
2026-05-11,네이버,네이버,NV-008,33,33,814808,866530
2026-05-11,네이버,네이버,NV-009,18,18,315537,336460
2026-05-11,네이버,네이버,NV-010,7,7,141654,153890
2026-05-11,네이버,네이버,NV-011,16,19,268069,287250
2026-05-11,네이버,네이버,NV-012,2,2,26928,28800
2026-05-11,네이버,네이버,NV-015,1,1,11346,12400
2026-05-11,네이버,네이버,NV-016,20,20,100471,107780
2026-05-11,네이버,네이버,NV-018,6,6,66767,71910
2026-05-11,네이버,네이버,NV-019,3,3,41030,44200
2026-05-11,네이버,네이버,NV-020,3,4,70321,76030
2026-05-11,네이버,네이버,NV-021,5,5,62143,66690
2026-05-11,네이버,네이버,NV-022,2,2,30489,32950
2026-05-11,네이버,네이버,NV-025,8,8,283860,300960
2026-05-11,네이버,네이버,NV-026,6,6,62072,66910
2026-05-11,네이버,네이버,NV-028,6,6,116245,126110
2026-05-11,네이버,네이버,NV-029,1,1,11127,11900
2026-05-11,네이버,네이버,NV-030,4,4,98180,107300
2026-05-11,네이버,네이버,NV-031,1,1,24587,26870
2026-05-11,네이버,네이버,NV-034,1,1,25905,28310
2026-05-11,네이버,네이버,NV-036,1,1,14687,16050
2026-05-11,네이버,네이버,NV-037,2,2,50783,54900
2026-05-11,네이버,네이버,NV-038,3,3,64325,70300
2026-05-11,네이버,네이버,NV-039,1,1,9059,9900
2026-05-11,네이버,네이버,NV-042,2,2,53943,58300
2026-05-11,네이버,네이버,NV-044,3,3,52344,56280
2026-05-11,네이버,네이버,NV-045,4,6,124169,134650
2026-05-11,네이버,네이버,NV-047,1,2,17477,19100
2026-05-11,네이버,네이버,NV-049,2,2,8926,9500
2026-05-11,네이버,네이버,SHIP,276,0,820654,846000
2026-05-12,네이버,네이버,NV-002,31,31,418173,443800
2026-05-12,네이버,네이버,NV-003,115,117,2078209,2218360
2026-05-12,네이버,네이버,NV-004,17,17,183891,196200
2026-05-12,네이버,네이버,NV-005,2,2,366454,399600
2026-05-12,네이버,네이버,NV-006,4,4,65453,70000
2026-05-12,네이버,네이버,NV-007,2,3,27772,29700
2026-05-12,네이버,네이버,NV-008,24,24,645778,684760
2026-05-12,네이버,네이버,NV-009,13,12,163084,173800
2026-05-12,네이버,네이버,NV-010,4,3,76728,83250
2026-05-12,네이버,네이버,NV-011,15,16,127037,135920
2026-05-12,네이버,네이버,NV-012,1,1,13464,14400
2026-05-12,네이버,네이버,NV-016,14,14,95273,102410
2026-05-12,네이버,네이버,NV-018,2,2,22807,24390
2026-05-12,네이버,네이버,NV-020,4,3,52340,56780
2026-05-12,네이버,네이버,NV-021,1,1,10432,11400
2026-05-12,네이버,네이버,NV-024,2,2,26720,28930
2026-05-12,네이버,네이버,NV-025,5,5,156926,165870
2026-05-12,네이버,네이버,NV-026,12,11,118793,128460
2026-05-12,네이버,네이버,NV-028,2,2,39619,42370
2026-05-12,네이버,네이버,NV-030,3,3,57098,62400
2026-05-12,네이버,네이버,NV-032,1,1,24614,26900
2026-05-12,네이버,네이버,NV-034,1,1,12948,14150
2026-05-12,네이버,네이버,NV-037,1,1,26444,28900
2026-05-12,네이버,네이버,NV-044,1,1,13040,14250
2026-05-12,네이버,네이버,NV-045,4,4,79012,86350
2026-05-12,네이버,네이버,NV-049,4,6,32386,34500
2026-05-12,네이버,네이버,SHIP,222,0,648956,669000
2026-05-13,네이버,네이버,NV-002,31,31,426168,451800
2026-05-13,네이버,네이버,NV-003,95,94,1665892,1779450
2026-05-13,네이버,네이버,NV-004,18,18,200867,213650
2026-05-13,네이버,네이버,NV-005,1,1,30926,33800
2026-05-13,네이버,네이버,NV-006,8,8,106698,115040
2026-05-13,네이버,네이버,NV-007,3,3,37028,39600
2026-05-13,네이버,네이버,NV-008,32,31,762808,814930
2026-05-13,네이버,네이버,NV-009,17,18,281448,298750
2026-05-13,네이버,네이버,NV-010,3,3,42813,46460
2026-05-13,네이버,네이버,NV-011,20,20,213627,229720
2026-05-13,네이버,네이버,NV-016,8,8,34335,36640
2026-05-13,네이버,네이버,NV-017,1,1,34104,35900
2026-05-13,네이버,네이버,NV-018,3,3,34136,37030
2026-05-13,네이버,네이버,NV-020,5,5,85794,93340
2026-05-13,네이버,네이버,NV-021,3,3,31292,33700
2026-05-13,네이버,네이버,NV-024,2,2,22693,24800
2026-05-13,네이버,네이버,NV-025,5,6,158610,169080
2026-05-13,네이버,네이버,NV-026,4,4,53585,57940
2026-05-13,네이버,네이버,NV-028,4,4,77371,83650
2026-05-13,네이버,네이버,NV-029,2,2,22017,23800
2026-05-13,네이버,네이버,NV-030,6,5,98861,106200
2026-05-13,네이버,네이버,NV-034,1,1,13634,14900
2026-05-13,네이버,네이버,NV-041,1,1,10890,11900
2026-05-13,네이버,네이버,NV-042,1,1,26901,29400
2026-05-13,네이버,네이버,NV-045,2,2,44424,48550
2026-05-13,네이버,네이버,SHIP,209,0,604338,623000
2026-05-14,네이버,네이버,NV-002,31,31,491674,522360
2026-05-14,네이버,네이버,NV-003,109,109,1929056,2056300
2026-05-14,네이버,네이버,NV-004,18,18,216273,230850
2026-05-14,네이버,네이버,NV-005,3,3,33838,36750
2026-05-14,네이버,네이버,NV-006,3,3,50850,55250
2026-05-14,네이버,네이버,NV-007,1,1,18513,19800
2026-05-14,네이버,네이버,NV-008,35,34,844724,896940
2026-05-14,네이버,네이버,NV-009,19,20,286527,304660
2026-05-14,네이버,네이버,NV-010,3,2,51338,55500
2026-05-14,네이버,네이버,NV-011,15,16,102062,116980
2026-05-14,네이버,네이버,NV-014,1,1,15455,16890
2026-05-14,네이버,네이버,NV-015,1,1,10780,11780
2026-05-14,네이버,네이버,NV-016,14,14,120884,130640
2026-05-14,네이버,네이버,NV-018,3,3,34017,36900
2026-05-14,네이버,네이버,NV-019,1,1,13634,14900
2026-05-14,네이버,네이버,NV-020,6,8,208246,227590
2026-05-14,네이버,네이버,NV-021,2,2,20569,22230
2026-05-14,네이버,네이버,NV-023,1,2,26446,28900
2026-05-14,네이버,네이버,NV-025,10,8,315907,335310
2026-05-14,네이버,네이버,NV-026,7,7,89217,96520
2026-05-14,네이버,네이버,NV-028,1,1,19300,20640
2026-05-14,네이버,네이버,NV-030,6,5,99889,107300
2026-05-14,네이버,네이버,NV-032,1,1,24157,26400
2026-05-14,네이버,네이버,NV-034,1,1,13634,14900
2026-05-14,네이버,네이버,NV-036,2,2,31268,33800
2026-05-14,네이버,네이버,NV-044,1,1,13040,14250
2026-05-14,네이버,네이버,NV-045,2,2,43280,47300
2026-05-14,네이버,네이버,NV-049,3,3,17486,18500
2026-05-14,네이버,네이버,SHIP,229,0,654773,675000
2026-05-15,네이버,네이버,NV-002,32,32,409361,435900
2026-05-15,네이버,네이버,NV-003,75,75,1218389,1297180
2026-05-15,네이버,네이버,NV-004,21,21,242154,259600
2026-05-15,네이버,네이버,NV-005,5,5,65314,70650
2026-05-15,네이버,네이버,NV-006,10,7,147169,159290
2026-05-15,네이버,네이버,NV-007,1,1,9060,9900
2026-05-15,네이버,네이버,NV-008,16,15,369875,392650
2026-05-15,네이버,네이버,NV-009,12,11,150388,160150
2026-05-15,네이버,네이버,NV-010,3,3,64793,69860
2026-05-15,네이버,네이버,NV-011,17,18,382580,495590
2026-05-15,네이버,네이버,NV-012,1,1,12792,13680
2026-05-15,네이버,네이버,NV-015,1,1,11594,12400
2026-05-15,네이버,네이버,NV-016,7,7,86033,92790
2026-05-15,네이버,네이버,NV-018,2,2,22319,24390
2026-05-15,네이버,네이버,NV-020,4,6,194134,211750
2026-05-15,네이버,네이버,NV-021,5,5,52308,56430
2026-05-15,네이버,네이버,NV-022,2,2,30798,33300
2026-05-15,네이버,네이버,NV-023,3,3,40536,43350
2026-05-15,네이버,네이버,NV-025,2,2,61732,64980
2026-05-15,네이버,네이버,NV-026,1,1,8565,9360
2026-05-15,네이버,네이버,NV-030,3,4,79434,85400
2026-05-15,네이버,네이버,NV-031,1,1,23352,25520
2026-05-15,네이버,네이버,NV-033,1,1,13933,14900
2026-05-15,네이버,네이버,NV-034,1,1,13231,14150
2026-05-15,네이버,네이버,NV-044,1,1,12820,14010
2026-05-15,네이버,네이버,NV-052,1,1,5115,5500
2026-05-15,네이버,네이버,NV-053,1,1,2850,3000
2026-05-15,네이버,네이버,SHIP,195,0,564560,582000
2026-05-16,네이버,네이버,NV-002,30,30,391117,415700
2026-05-16,네이버,네이버,NV-003,77,78,1289945,1374810
2026-05-16,네이버,네이버,NV-004,17,16,219026,233050
2026-05-16,네이버,네이버,NV-005,5,4,49641,54250
2026-05-16,네이버,네이버,NV-006,3,3,39418,42770
2026-05-16,네이버,네이버,NV-007,1,1,8601,9400
2026-05-16,네이버,네이버,NV-008,28,27,670872,712580
2026-05-16,네이버,네이버,NV-009,14,12,194212,206600
2026-05-16,네이버,네이버,NV-010,3,2,39467,42210
2026-05-16,네이버,네이버,NV-011,20,20,207141,253740
2026-05-16,네이버,네이버,NV-012,1,1,13464,14400
2026-05-16,네이버,네이버,NV-015,1,1,11594,12400
2026-05-16,네이버,네이버,NV-016,10,10,30388,32740
2026-05-16,네이버,네이버,NV-018,2,2,21980,23760
2026-05-16,네이버,네이버,NV-019,1,1,13634,14900
2026-05-16,네이버,네이버,NV-020,3,3,51863,56280
2026-05-16,네이버,네이버,NV-021,3,3,30696,33060
2026-05-16,네이버,네이버,NV-025,6,5,158769,170000
2026-05-16,네이버,네이버,NV-026,5,5,54390,58800
2026-05-16,네이버,네이버,NV-030,3,3,58958,63500
2026-05-16,네이버,네이버,NV-031,1,1,23862,25520
2026-05-16,네이버,네이버,NV-032,1,1,25152,26900
2026-05-16,네이버,네이버,NV-034,2,2,26582,29050
2026-05-16,네이버,네이버,NV-044,1,1,13497,14750
2026-05-16,네이버,네이버,NV-045,1,1,22114,23650
2026-05-16,네이버,네이버,NV-049,1,1,4750,5000
2026-05-16,네이버,네이버,SHIP,172,0,486000,501000
2026-05-17,네이버,네이버,NV-002,34,34,446886,474410
2026-05-17,네이버,네이버,NV-003,87,87,1516063,1618760
2026-05-17,네이버,네이버,NV-004,17,16,201039,214450
2026-05-17,네이버,네이버,NV-006,5,4,64466,69260
2026-05-17,네이버,네이버,NV-007,4,3,44982,48510
2026-05-17,네이버,네이버,NV-008,26,26,642251,681040
2026-05-17,네이버,네이버,NV-009,15,15,218884,233160
2026-05-17,네이버,네이버,NV-010,3,2,50039,54110
2026-05-17,네이버,네이버,NV-011,15,15,191342,245340
2026-05-17,네이버,네이버,NV-012,1,1,12518,13680
2026-05-17,네이버,네이버,NV-015,1,1,11346,12400
2026-05-17,네이버,네이버,NV-016,6,7,49404,53460
2026-05-17,네이버,네이버,NV-017,1,1,16693,17950
2026-05-17,네이버,네이버,NV-018,2,1,10871,11880
2026-05-17,네이버,네이버,NV-019,2,2,26641,28800
2026-05-17,네이버,네이버,NV-020,4,4,69433,75060
2026-05-17,네이버,네이버,NV-021,3,3,31217,33630
2026-05-17,네이버,네이버,NV-022,1,1,15008,16050
2026-05-17,네이버,네이버,NV-023,2,3,39669,43350
2026-05-17,네이버,네이버,NV-025,5,3,95160,100890
2026-05-17,네이버,네이버,NV-026,4,6,57726,62660
2026-05-17,네이버,네이버,NV-028,1,1,18887,20640
2026-05-17,네이버,네이버,NV-029,1,1,10566,11300
2026-05-17,네이버,네이버,NV-030,5,5,97612,106200
2026-05-17,네이버,네이버,NV-033,1,1,13231,14150
2026-05-17,네이버,네이버,NV-034,1,1,13932,14900
2026-05-17,네이버,네이버,NV-038,1,1,13745,14700
2026-05-17,네이버,네이버,NV-039,1,1,9257,9900
2026-05-17,네이버,네이버,NV-041,1,1,16663,17820
2026-05-17,네이버,네이버,NV-045,1,1,22113,23650
2026-05-17,네이버,네이버,NV-046,1,1,9257,9900
2026-05-17,네이버,네이버,NV-048,1,1,26087,27900
2026-05-17,네이버,네이버,SHIP,197,0,578141,596000
2026-05-18,네이버,네이버,NV-002,42,42,530600,562000
2026-05-18,네이버,네이버,NV-003,114,116,3610472,3865320
2026-05-18,네이버,네이버,NV-004,25,24,279583,301400
2026-05-18,네이버,네이버,NV-005,4,4,49814,54200
2026-05-18,네이버,네이버,NV-006,13,13,173258,186810
2026-05-18,네이버,네이버,NV-007,4,5,57032,61300
2026-05-18,네이버,네이버,NV-008,33,33,815773,866880
2026-05-18,네이버,네이버,NV-009,11,11,274995,294750
2026-05-18,네이버,네이버,NV-010,3,3,63200,69070
2026-05-18,네이버,네이버,NV-011,18,23,265438,334090
2026-05-18,네이버,네이버,NV-012,1,1,12792,13680
2026-05-18,네이버,네이버,NV-015,1,0,0,0
2026-05-18,네이버,네이버,NV-016,8,9,87631,94630
2026-05-18,네이버,네이버,NV-017,2,2,31799,34100
2026-05-18,네이버,네이버,NV-018,1,1,10871,11880
2026-05-18,네이버,네이버,NV-019,3,3,40216,43950
2026-05-18,네이버,네이버,NV-020,6,7,175480,190560
2026-05-18,네이버,네이버,NV-021,1,1,9910,10830
2026-05-18,네이버,네이버,NV-023,1,2,25873,27670
2026-05-18,네이버,네이버,NV-025,6,6,218519,234270
2026-05-18,네이버,네이버,NV-026,9,9,94167,101740
2026-05-18,네이버,네이버,NV-028,1,1,19300,20640
2026-05-18,네이버,네이버,NV-030,5,4,79129,86000
2026-05-18,네이버,네이버,NV-032,1,1,23378,25550
2026-05-18,네이버,네이버,NV-033,1,1,13932,14900
2026-05-18,네이버,네이버,NV-034,1,1,12948,14150
2026-05-18,네이버,네이버,NV-045,1,1,13176,14400
2026-05-18,네이버,네이버,SHIP,251,0,811425,836500
2026-05-19,네이버,네이버,NV-002,34,35,521849,554130
2026-05-19,네이버,네이버,NV-003,122,122,2425943,2584800
2026-05-19,네이버,네이버,NV-004,19,19,227802,246410
2026-05-19,네이버,네이버,NV-005,4,4,200583,218850
2026-05-19,네이버,네이버,NV-006,7,6,522870,568730
2026-05-19,네이버,네이버,NV-008,34,36,965148,1025410
2026-05-19,네이버,네이버,NV-009,17,17,249163,265700
2026-05-19,네이버,네이버,NV-010,3,2,48768,52720
2026-05-19,네이버,네이버,NV-011,16,15,177729,216100
2026-05-19,네이버,네이버,NV-012,1,1,12719,13900
2026-05-19,네이버,네이버,NV-016,12,11,53640,57600
2026-05-19,네이버,네이버,NV-018,1,1,22217,23760
2026-05-19,네이버,네이버,NV-020,3,4,1814901,1962530
2026-05-19,네이버,네이버,NV-021,1,1,10660,11400
2026-05-19,네이버,네이버,NV-025,8,6,187286,198510
2026-05-19,네이버,네이버,NV-026,9,9,93534,100740
2026-05-19,네이버,네이버,NV-028,3,3,57900,61920
2026-05-19,네이버,네이버,NV-030,7,7,137924,148400
2026-05-19,네이버,네이버,NV-033,1,1,13932,14900
2026-05-19,네이버,네이버,NV-035,1,1,31789,34000
2026-05-19,네이버,네이버,NV-042,1,1,27957,29900
2026-05-19,네이버,네이버,NV-045,4,4,112817,122750
2026-05-19,네이버,네이버,NV-049,1,0,0,0
2026-05-19,네이버,네이버,SHIP,241,0,804647,829500
2026-05-20,네이버,네이버,NV-002,36,37,564916,600600
2026-05-20,네이버,네이버,NV-003,92,92,1658963,1768850
2026-05-20,네이버,네이버,NV-004,19,19,223117,239800
2026-05-20,네이버,네이버,NV-005,4,4,55744,60550
2026-05-20,네이버,네이버,NV-006,12,13,294917,319810
2026-05-20,네이버,네이버,NV-007,1,1,6919,7400
2026-05-20,네이버,네이버,NV-008,22,22,572217,607340
2026-05-20,네이버,네이버,NV-009,15,15,208237,221010
2026-05-20,네이버,네이버,NV-010,2,2,49511,54110
2026-05-20,네이버,네이버,NV-011,16,15,123296,149120
2026-05-20,네이버,네이버,NV-016,10,9,80539,86800
2026-05-20,네이버,네이버,NV-018,7,7,78796,85310
2026-05-20,네이버,네이버,NV-020,4,6,404606,441780
2026-05-20,네이버,네이버,NV-021,4,4,51481,55290
2026-05-20,네이버,네이버,NV-024,2,2,26720,28930
2026-05-20,네이버,네이버,NV-025,7,7,218948,232560
2026-05-20,네이버,네이버,NV-026,7,7,80575,87520
2026-05-20,네이버,네이버,NV-028,5,5,99248,107060
2026-05-20,네이버,네이버,NV-029,1,1,11127,11900
2026-05-20,네이버,네이버,NV-030,2,2,38065,41600
2026-05-20,네이버,네이버,NV-032,2,2,49041,52450
2026-05-20,네이버,네이버,NV-034,1,1,13176,14400
2026-05-20,네이버,네이버,NV-035,1,1,6358,6800
2026-05-20,네이버,네이버,NV-040,1,1,20450,22350
2026-05-20,네이버,네이버,NV-041,1,1,11127,11900
2026-05-20,네이버,네이버,NV-044,2,0,0,0
2026-05-20,네이버,네이버,NV-045,1,1,22113,23650
2026-05-20,네이버,네이버,NV-046,1,1,27267,29800
2026-05-20,네이버,네이버,NV-049,1,1,4276,4500
2026-05-20,네이버,네이버,SHIP,226,0,772149,796000
2026-05-21,네이버,네이버,NV-002,45,45,870988,927500
2026-05-21,네이버,네이버,NV-003,99,99,1675156,1789030
2026-05-21,네이버,네이버,NV-004,15,15,182693,194850
2026-05-21,네이버,네이버,NV-005,2,2,24479,26400
2026-05-21,네이버,네이버,NV-006,9,9,141297,151980
2026-05-21,네이버,네이버,NV-007,1,1,9059,9900
2026-05-21,네이버,네이버,NV-008,29,27,698422,744710
2026-05-21,네이버,네이버,NV-009,17,17,226758,241900
2026-05-21,네이버,네이버,NV-010,3,2,39059,42110
2026-05-21,네이버,네이버,NV-011,15,16,145570,181300
2026-05-21,네이버,네이버,NV-012,2,1,12518,13680
2026-05-21,네이버,네이버,NV-016,16,15,170092,185140
2026-05-21,네이버,네이버,NV-017,1,1,15942,17050
2026-05-21,네이버,네이버,NV-018,2,2,22099,23890
2026-05-21,네이버,네이버,NV-019,3,2,27567,29800
2026-05-21,네이버,네이버,NV-020,3,5,350493,383060
2026-05-21,네이버,네이버,NV-021,1,1,10127,10830
2026-05-21,네이버,네이버,NV-022,1,1,15006,16400
2026-05-21,네이버,네이버,NV-023,1,2,25320,27670
2026-05-21,네이버,네이버,NV-025,7,7,219854,234270
2026-05-21,네이버,네이버,NV-026,6,7,75439,82020
2026-05-21,네이버,네이버,NV-028,2,2,59651,65190
2026-05-21,네이버,네이버,NV-030,8,8,158583,171900
2026-05-21,네이버,네이버,NV-031,2,1,23862,25520
2026-05-21,네이버,네이버,NV-033,2,2,26812,29300
2026-05-21,네이버,네이버,NV-034,1,1,13932,14900
2026-05-21,네이버,네이버,NV-036,1,1,14687,16050
2026-05-21,네이버,네이버,NV-041,1,1,32612,35640
2026-05-21,네이버,네이버,NV-042,1,1,26554,28400
2026-05-21,네이버,네이버,NV-044,2,2,41080,44250
2026-05-21,네이버,네이버,NV-045,2,1,22784,24900
2026-05-21,네이버,네이버,NV-046,1,1,8601,9400
2026-05-21,네이버,네이버,NV-047,2,3,31401,33900
2026-05-21,네이버,네이버,NV-049,3,4,18138,19500
2026-05-21,네이버,네이버,SHIP,228,0,804639,829500
2026-05-22,네이버,네이버,NV-002,41,41,554132,590910
2026-05-22,네이버,네이버,NV-003,77,80,1302244,1390320
2026-05-22,네이버,네이버,NV-004,16,16,184487,195550
2026-05-22,네이버,네이버,NV-005,2,2,30470,33300
2026-05-22,네이버,네이버,NV-006,5,5,75194,81240
2026-05-22,네이버,네이버,NV-007,4,3,45421,49000
2026-05-22,네이버,네이버,NV-008,22,21,518382,551750
2026-05-22,네이버,네이버,NV-009,10,10,177856,189960
2026-05-22,네이버,네이버,NV-010,5,5,103115,111180
2026-05-22,네이버,네이버,NV-011,12,14,130518,159100
2026-05-22,네이버,네이버,NV-012,1,1,12792,13680
2026-05-22,네이버,네이버,NV-014,1,1,14998,16390
2026-05-22,네이버,네이버,NV-015,1,1,10780,11780
2026-05-22,네이버,네이버,NV-016,11,12,106556,115300
2026-05-22,네이버,네이버,NV-018,1,1,10871,11880
2026-05-22,네이버,네이버,NV-020,7,9,227820,247340
2026-05-22,네이버,네이버,NV-021,4,4,40724,44030
2026-05-22,네이버,네이버,NV-022,1,1,15008,16050
2026-05-22,네이버,네이버,NV-024,1,1,10780,11780
2026-05-22,네이버,네이버,NV-025,4,3,90648,97470
2026-05-22,네이버,네이버,NV-026,5,4,43370,47190
2026-05-22,네이버,네이버,NV-028,2,2,39184,42370
2026-05-22,네이버,네이버,NV-030,4,4,78559,85400
2026-05-22,네이버,네이버,NV-032,1,1,25152,26900
2026-05-22,네이버,네이버,NV-033,1,1,12948,14150
2026-05-22,네이버,네이버,NV-034,1,1,13933,14900
2026-05-22,네이버,네이버,NV-037,1,1,27022,28900
2026-05-22,네이버,네이버,NV-042,1,1,26554,28400
2026-05-22,네이버,네이버,NV-044,1,1,26993,29500
2026-05-22,네이버,네이버,NV-045,5,6,133287,145150
2026-05-22,네이버,네이버,NV-049,1,1,4275,4500
2026-05-22,네이버,네이버,SHIP,201,0,695997,717500
2026-05-23,네이버,네이버,NV-001,1,1,108882,119000
2026-05-23,네이버,네이버,NV-002,26,27,362737,386500
2026-05-23,네이버,네이버,NV-003,86,84,1558480,1662460
2026-05-23,네이버,네이버,NV-004,19,20,250519,266750
2026-05-23,네이버,네이버,NV-005,5,5,81277,87850
2026-05-23,네이버,네이버,NV-006,3,3,39712,42770
2026-05-23,네이버,네이버,NV-007,3,3,43006,47000
2026-05-23,네이버,네이버,NV-008,17,17,418297,443580
2026-05-23,네이버,네이버,NV-009,7,7,101113,107060
2026-05-23,네이버,네이버,NV-010,1,1,24120,26360
2026-05-23,네이버,네이버,NV-011,12,12,179527,228300
2026-05-23,네이버,네이버,NV-014,1,1,15455,16890
2026-05-23,네이버,네이버,NV-016,7,7,46855,50810
2026-05-23,네이버,네이버,NV-018,1,1,11698,12510
2026-05-23,네이버,네이버,NV-020,1,1,17093,18280
2026-05-23,네이버,네이버,NV-022,1,1,15008,16050
2026-05-23,네이버,네이버,NV-025,3,2,63404,66740
2026-05-23,네이버,네이버,NV-026,4,4,40902,43940
2026-05-23,네이버,네이버,NV-028,3,3,77925,84260
2026-05-23,네이버,네이버,NV-029,1,1,11127,11900
2026-05-23,네이버,네이버,NV-030,2,2,39925,42700
2026-05-23,네이버,네이버,NV-036,1,1,15464,16900
2026-05-23,네이버,네이버,NV-037,1,1,26554,28400
2026-05-23,네이버,네이버,NV-038,1,1,13053,13960
2026-05-23,네이버,네이버,NV-041,1,1,16306,17820
2026-05-23,네이버,네이버,NV-045,1,1,22784,24900
2026-05-23,네이버,네이버,NV-049,2,2,9300,10000
2026-05-23,네이버,네이버,NV-050,1,1,35339,38000
2026-05-23,네이버,네이버,NV-054,1,1,2850,3000
2026-05-23,네이버,네이버,SHIP,176,0,600933,619500
2026-05-24,네이버,네이버,NV-002,21,20,277834,295900
2026-05-24,네이버,네이버,NV-003,94,94,1515920,1614840
2026-05-24,네이버,네이버,NV-004,12,11,126458,134050
2026-05-24,네이버,네이버,NV-005,2,2,19445,21250
2026-05-24,네이버,네이버,NV-006,8,8,134565,144960
2026-05-24,네이버,네이버,NV-007,2,2,27176,29700
2026-05-24,네이버,네이버,NV-008,24,22,542063,576110
2026-05-24,네이버,네이버,NV-009,8,8,110877,117950
2026-05-24,네이버,네이버,NV-010,1,1,13689,14960
2026-05-24,네이버,네이버,NV-011,8,10,104100,130960
2026-05-24,네이버,네이버,NV-012,1,1,12997,13900
2026-05-24,네이버,네이버,NV-014,1,1,14999,16040
2026-05-24,네이버,네이버,NV-016,13,13,96401,104380
2026-05-24,네이버,네이버,NV-020,5,5,88183,94310
2026-05-24,네이버,네이버,NV-022,1,1,15802,16900
2026-05-24,네이버,네이버,NV-023,1,2,26446,28900
2026-05-24,네이버,네이버,NV-025,3,4,129958,136800
2026-05-24,네이버,네이버,NV-026,2,2,26807,28970
2026-05-24,네이버,네이버,NV-028,2,2,40203,43460
2026-05-24,네이버,네이버,NV-030,5,4,99109,107380
2026-05-24,네이버,네이버,NV-038,1,1,20963,22420
2026-05-24,네이버,네이버,NV-041,1,1,15850,17320
2026-05-24,네이버,네이버,NV-044,1,1,26200,28020
2026-05-24,네이버,네이버,NV-049,2,2,8603,9250
2026-05-24,네이버,네이버,NV-052,1,1,5580,6000
2026-05-24,네이버,네이버,SHIP,174,0,587357,605500
2026-05-25,네이버,네이버,NV-002,26,26,357496,379910
2026-05-25,네이버,네이버,NV-003,122,123,2032908,2169550
2026-05-25,네이버,네이버,NV-004,26,25,334830,355920
2026-05-25,네이버,네이버,NV-005,1,1,14687,16050
2026-05-25,네이버,네이버,NV-006,7,7,101931,109310
2026-05-25,네이버,네이버,NV-007,2,2,24889,27200
2026-05-25,네이버,네이버,NV-008,24,23,566112,601390
2026-05-25,네이버,네이버,NV-009,12,13,160948,171150
2026-05-25,네이버,네이버,NV-010,5,4,89869,97610
2026-05-25,네이버,네이버,NV-011,13,14,106602,133600
2026-05-25,네이버,네이버,NV-012,2,2,25982,28080
2026-05-25,네이버,네이버,NV-014,1,0,0,0
2026-05-25,네이버,네이버,NV-016,13,13,102992,110880
2026-05-25,네이버,네이버,NV-019,1,1,13933,14900
2026-05-25,네이버,네이버,NV-020,6,6,102868,111620
2026-05-25,네이버,네이버,NV-021,1,1,10127,10830
2026-05-25,네이버,네이버,NV-023,1,2,27024,28900
2026-05-25,네이버,네이버,NV-025,4,4,127651,135090
2026-05-25,네이버,네이버,NV-026,11,12,125772,135320
2026-05-25,네이버,네이버,NV-028,2,2,38313,41870
2026-05-25,네이버,네이버,NV-032,2,2,47993,52450
2026-05-25,네이버,네이버,NV-036,1,1,15802,16900
2026-05-25,네이버,네이버,NV-044,1,1,25639,28020
2026-05-25,네이버,네이버,NV-045,6,5,111933,120750
2026-05-25,네이버,네이버,NV-049,1,1,4276,4500
2026-05-25,네이버,네이버,SHIP,230,0,780874,805000
2026-05-26,네이버,네이버,NV-002,48,47,1022285,1081500
2026-05-26,네이버,네이버,NV-003,117,113,1918480,2046930
2026-05-26,네이버,네이버,NV-004,30,30,343875,366500
2026-05-26,네이버,네이버,NV-005,3,2,20166,21800
2026-05-26,네이버,네이버,NV-006,6,6,80117,86280
2026-05-26,네이버,네이버,NV-008,35,36,888754,944340
2026-05-26,네이버,네이버,NV-009,21,21,495404,525440
2026-05-26,네이버,네이버,NV-010,2,2,38848,42110
2026-05-26,네이버,네이버,NV-011,29,33,390185,500350
2026-05-26,네이버,네이버,NV-012,1,1,13464,14400
2026-05-26,네이버,네이버,NV-014,1,1,15793,16890
2026-05-26,네이버,네이버,NV-016,10,10,79666,85940
2026-05-26,네이버,네이버,NV-020,4,4,70623,75530
2026-05-26,네이버,네이버,NV-021,2,2,20342,22230
2026-05-26,네이버,네이버,NV-022,1,1,15006,16400
2026-05-26,네이버,네이버,NV-023,2,3,39854,42620
2026-05-26,네이버,네이버,NV-024,4,3,37827,41080
2026-05-26,네이버,네이버,NV-025,2,2,61130,65030
2026-05-26,네이버,네이버,NV-026,16,16,168420,181760
