날짜,채널,계정,상품코드,주문건수,판매수량,매출,총매출
2026-01-01,네이버,네이버,NV-001,1,2,111598,120000
2026-01-01,네이버,네이버,NV-002,24,25,338277,365100
2026-01-01,네이버,네이버,NV-003,66,65,1110461,1200600
2026-01-01,네이버,네이버,NV-004,13,13,141860,153200
2026-01-01,네이버,네이버,NV-005,9,9,112543,121550
2026-01-01,네이버,네이버,NV-006,7,8,109746,118000
2026-01-01,네이버,네이버,NV-007,3,3,22898,24700
2026-01-01,네이버,네이버,NV-008,16,16,399079,431440
2026-01-01,네이버,네이버,NV-009,7,7,83146,90300
2026-01-01,네이버,네이버,NV-010,4,2,50782,55500
2026-01-01,네이버,네이버,NV-011,1,1,10996,11760
2026-01-01,네이버,네이버,NV-012,4,4,53280,57600
2026-01-01,네이버,네이버,NV-013,5,5,65106,70500
2026-01-01,네이버,네이버,NV-014,1,1,15455,16890
2026-01-01,네이버,네이버,NV-015,1,1,11594,12400
2026-01-01,네이버,네이버,NV-016,9,10,137124,148320
2026-01-01,네이버,네이버,NV-017,1,1,16693,17950
2026-01-01,네이버,네이버,NV-018,2,2,45331,49540
2026-01-01,네이버,네이버,NV-019,1,1,13634,14900
2026-01-01,네이버,네이버,NV-020,4,4,71611,77000
2026-01-01,네이버,네이버,NV-021,1,1,10432,11400
2026-01-01,네이버,네이버,NV-022,1,1,15464,16900
2026-01-01,네이버,네이버,NV-023,1,1,13512,14450
2026-01-01,네이버,네이버,NV-024,2,2,27515,29800
2026-01-01,네이버,네이버,NV-025,2,2,61705,66690
2026-01-01,네이버,네이버,NV-026,1,1,9220,9860
2026-01-01,네이버,네이버,NV-027,1,1,32848,35900
2026-01-01,네이버,네이버,NV-028,2,2,39620,42370
2026-01-01,네이버,네이버,NV-029,1,1,10566,11300
2026-01-01,네이버,네이버,SHIP,149,0,427784,441000
2026-01-02,네이버,네이버,NV-002,24,24,297021,320300
2026-01-02,네이버,네이버,NV-003,61,60,941854,1017250
2026-01-02,네이버,네이버,NV-004,13,13,145912,158700
2026-01-02,네이버,네이버,NV-005,5,5,60847,65650
2026-01-02,네이버,네이버,NV-006,6,6,82457,88500
2026-01-02,네이버,네이버,NV-007,1,1,18118,19800
2026-01-02,네이버,네이버,NV-008,24,23,574685,622150
2026-01-02,네이버,네이버,NV-009,6,6,83917,90300
2026-01-02,네이버,네이버,NV-010,2,3,83592,90750
2026-01-02,네이버,네이버,NV-012,3,3,40392,43200
2026-01-02,네이버,네이버,NV-013,1,1,13634,14900
2026-01-02,네이버,네이버,NV-015,1,1,11594,12400
2026-01-02,네이버,네이버,NV-016,4,4,31606,33960
2026-01-02,네이버,네이버,NV-017,1,1,16693,17950
2026-01-02,네이버,네이버,NV-018,5,7,81386,87570
2026-01-02,네이버,네이버,NV-019,1,1,13932,14900
2026-01-02,네이버,네이버,NV-020,5,5,88726,95280
2026-01-02,네이버,네이버,NV-023,1,2,27024,28900
2026-01-02,네이버,네이버,NV-025,1,1,31976,34200
2026-01-02,네이버,네이버,NV-027,1,1,32848,35900
2026-01-02,네이버,네이버,NV-028,2,3,60087,65190
2026-01-02,네이버,네이버,NV-030,2,3,120668,131400
2026-01-02,네이버,네이버,NV-031,1,1,25124,26870
2026-01-02,네이버,네이버,NV-032,2,2,49766,53800
2026-01-02,네이버,네이버,SHIP,134,0,387042,399000
2026-01-03,네이버,네이버,NV-002,22,22,314402,339600
2026-01-03,네이버,네이버,NV-003,45,45,728727,788000
2026-01-03,네이버,네이버,NV-004,13,13,151601,163700
2026-01-03,네이버,네이버,NV-006,4,4,54873,59000
2026-01-03,네이버,네이버,NV-008,12,12,297937,323240
2026-01-03,네이버,네이버,NV-009,5,5,59987,64500
2026-01-03,네이버,네이버,NV-010,2,2,51892,55500
2026-01-03,네이버,네이버,NV-011,1,1,10996,11760
2026-01-03,네이버,네이버,NV-012,1,1,13464,14400
2026-01-03,네이버,네이버,NV-013,1,1,13635,14900
2026-01-03,네이버,네이버,NV-014,1,1,15455,16890
2026-01-03,네이버,네이버,NV-016,5,5,81761,89260
2026-01-03,네이버,네이버,NV-017,3,3,50797,53850
2026-01-03,네이버,네이버,NV-020,3,3,53614,57750
2026-01-03,네이버,네이버,NV-025,2,2,63268,68400
2026-01-03,네이버,네이버,NV-026,2,2,18243,19720
2026-01-03,네이버,네이버,NV-029,1,1,11127,11900
2026-01-03,네이버,네이버,NV-030,3,3,60993,65700
2026-01-03,네이버,네이버,NV-033,1,2,27864,29800
2026-01-03,네이버,네이버,NV-034,3,3,40902,44700
2026-01-03,네이버,네이버,NV-035,1,1,3162,3400
2026-01-03,네이버,네이버,SHIP,105,0,310409,320000
2026-01-04,네이버,네이버,NV-002,23,23,309952,332800
2026-01-04,네이버,네이버,NV-003,87,86,1476015,1594400
2026-01-04,네이버,네이버,NV-004,12,12,146407,158700
2026-01-04,네이버,네이버,NV-005,2,2,25309,27300
2026-01-04,네이버,네이버,NV-006,8,8,108774,117260
2026-01-04,네이버,네이버,NV-007,1,1,9257,9900
2026-01-04,네이버,네이버,NV-008,22,21,526267,568050
2026-01-04,네이버,네이버,NV-009,8,8,95207,103200
2026-01-04,네이버,네이버,NV-010,2,2,39804,43500
2026-01-04,네이버,네이버,NV-012,4,4,53281,57600
2026-01-04,네이버,네이버,NV-013,1,1,12948,14150
2026-01-04,네이버,네이버,NV-016,7,7,101934,110360
2026-01-04,네이버,네이버,NV-018,3,3,34845,37530
2026-01-04,네이버,네이버,NV-019,1,1,13932,14900
2026-01-04,네이버,네이버,NV-020,5,5,88842,96250
2026-01-04,네이버,네이버,NV-023,2,2,25778,28170
2026-01-04,네이버,네이버,NV-024,1,1,11594,12400
2026-01-04,네이버,네이버,NV-025,1,1,31976,34200
2026-01-04,네이버,네이버,NV-026,4,4,41358,44440
2026-01-04,네이버,네이버,NV-027,2,2,40516,43800
2026-01-04,네이버,네이버,NV-028,5,5,160373,173840
2026-01-04,네이버,네이버,NV-030,1,1,20039,21900
2026-01-04,네이버,네이버,NV-032,2,2,50304,53800
2026-01-04,네이버,네이버,NV-035,1,3,12444,13600
2026-01-04,네이버,네이버,NV-036,2,2,30928,33800
2026-01-04,네이버,네이버,NV-037,3,3,80488,86700
2026-01-04,네이버,네이버,NV-038,1,1,21594,23600
2026-01-04,네이버,네이버,NV-039,1,1,13634,14900
2026-01-04,네이버,네이버,SHIP,171,0,506360,522000
2026-01-05,네이버,네이버,NV-002,26,26,758069,820510
2026-01-05,네이버,네이버,NV-003,89,87,1403876,1518660
2026-01-05,네이버,네이버,NV-004,8,8,81300,88200
2026-01-05,네이버,네이버,NV-005,4,4,49565,53350
2026-01-05,네이버,네이버,NV-006,11,12,161454,173300
2026-01-05,네이버,네이버,NV-007,11,11,131644,142410
2026-01-05,네이버,네이버,NV-008,24,24,588641,634600
2026-01-05,네이버,네이버,NV-009,13,13,163805,177360
2026-01-05,네이버,네이버,NV-010,4,4,90711,97610
2026-01-05,네이버,네이버,NV-012,2,2,25694,28080
2026-01-05,네이버,네이버,NV-013,1,1,13177,14400
2026-01-05,네이버,네이버,NV-016,5,4,54739,58700
2026-01-05,네이버,네이버,NV-018,7,7,79762,85810
2026-01-05,네이버,네이버,NV-019,3,3,41095,43950
2026-01-05,네이버,네이버,NV-020,7,8,140140,151090
2026-01-05,네이버,네이버,NV-025,1,1,31976,34200
2026-01-05,네이버,네이버,NV-026,6,5,54266,59300
2026-01-05,네이버,네이버,NV-027,2,1,33566,35900
2026-01-05,네이버,네이버,NV-028,6,7,156493,170570
2026-01-05,네이버,네이버,NV-031,1,1,23862,25520
2026-01-05,네이버,네이버,NV-032,1,1,25152,26900
2026-01-05,네이버,네이버,NV-034,1,2,26582,29050
2026-01-05,네이버,네이버,NV-037,1,1,26444,28900
2026-01-05,네이버,네이버,NV-038,1,1,21594,23600
2026-01-05,네이버,네이버,NV-040,1,0,0,0
2026-01-05,네이버,네이버,SHIP,196,0,573293,591000
2026-01-06,네이버,네이버,NV-002,36,35,684131,742290
2026-01-06,네이버,네이버,NV-003,83,84,1399122,1517270
2026-01-06,네이버,네이버,NV-004,10,10,112384,121750
2026-01-06,네이버,네이버,NV-005,3,3,35390,38200
2026-01-06,네이버,네이버,NV-006,12,11,147117,158550
2026-01-06,네이버,네이버,NV-007,6,6,47567,51400
2026-01-06,네이버,네이버,NV-008,31,31,774508,837880
2026-01-06,네이버,네이버,NV-009,16,15,208789,226510
2026-01-06,네이버,네이버,NV-010,1,1,25391,27750
2026-01-06,네이버,네이버,NV-012,2,2,26111,28220
2026-01-06,네이버,네이버,NV-013,3,3,29639,32150
2026-01-06,네이버,네이버,NV-015,2,2,22483,24300
2026-01-06,네이버,네이버,NV-016,4,4,52501,56860
2026-01-06,네이버,네이버,NV-017,1,1,16197,17050
2026-01-06,네이버,네이버,NV-018,6,6,78923,85180
2026-01-06,네이버,네이버,NV-019,1,1,6771,7400
2026-01-06,네이버,네이버,NV-020,6,7,350654,381590
2026-01-06,네이버,네이버,NV-022,2,2,30472,32950
2026-01-06,네이버,네이버,NV-025,2,2,63953,68400
2026-01-06,네이버,네이버,NV-026,6,6,79256,85780
2026-01-06,네이버,네이버,NV-028,2,2,39184,42370
2026-01-06,네이버,네이버,NV-030,3,2,40058,43300
2026-01-06,네이버,네이버,NV-032,1,1,50302,53800
2026-01-06,네이버,네이버,NV-034,1,1,13176,14400
2026-01-06,네이버,네이버,NV-036,2,2,30014,32450
2026-01-06,네이버,네이버,NV-037,1,1,25666,27450
2026-01-06,네이버,네이버,SHIP,195,0,552924,570000
2026-01-07,네이버,네이버,NV-002,42,41,497902,536850
2026-01-07,네이버,네이버,NV-003,75,75,1637314,1772700
2026-01-07,네이버,네이버,NV-004,11,10,107764,116500
2026-01-07,네이버,네이버,NV-005,1,1,9678,10350
2026-01-07,네이버,네이버,NV-006,15,16,218446,235500
2026-01-07,네이버,네이버,NV-007,4,4,40866,44500
2026-01-07,네이버,네이버,NV-008,27,25,608849,655030
2026-01-07,네이버,네이버,NV-009,5,5,58348,63200
2026-01-07,네이버,네이버,NV-010,2,2,39661,43000
2026-01-07,네이버,네이버,NV-012,2,2,25983,28080
2026-01-07,네이버,네이버,NV-013,3,3,34098,36700
2026-01-07,네이버,네이버,NV-016,1,1,15989,17100
2026-01-07,네이버,네이버,NV-017,3,3,49961,52950
2026-01-07,네이버,네이버,NV-018,5,5,66617,72800
2026-01-07,네이버,네이버,NV-019,1,1,13635,14900
2026-01-07,네이버,네이버,NV-020,3,3,51163,55510
2026-01-07,네이버,네이버,NV-025,9,11,352829,382360
2026-01-07,네이버,네이버,NV-026,2,2,22621,24720
2026-01-07,네이버,네이버,NV-028,3,4,78516,85330
2026-01-07,네이버,네이버,NV-029,1,2,21788,23300
2026-01-07,네이버,네이버,NV-032,1,1,24143,25820
2026-01-07,네이버,네이버,NV-033,1,1,13634,14900
2026-01-07,네이버,네이버,NV-036,1,1,15464,16900
2026-01-07,네이버,네이버,NV-041,1,1,11127,11900
2026-01-07,네이버,네이버,SHIP,175,0,517030,533000
2026-01-08,네이버,네이버,NV-002,50,49,622221,673450
2026-01-08,네이버,네이버,NV-003,74,75,1188823,1285740
2026-01-08,네이버,네이버,NV-004,10,10,121638,131750
2026-01-08,네이버,네이버,NV-005,7,6,81801,88550
2026-01-08,네이버,네이버,NV-006,10,10,133871,143800
2026-01-08,네이버,네이버,NV-007,7,8,72586,79000
2026-01-08,네이버,네이버,NV-008,29,28,704911,762320
2026-01-08,네이버,네이버,NV-009,11,13,151534,163950
2026-01-08,네이버,네이버,NV-010,7,7,162908,176290
2026-01-08,네이버,네이버,NV-011,1,1,10761,11760
2026-01-08,네이버,네이버,NV-012,5,5,66649,71280
2026-01-08,네이버,네이버,NV-013,3,3,33801,36700
2026-01-08,네이버,네이버,NV-016,5,5,78819,84990
2026-01-08,네이버,네이버,NV-018,4,4,45497,48910
2026-01-08,네이버,네이버,NV-019,2,2,20096,21800
2026-01-08,네이버,네이버,NV-020,8,8,140049,150590
2026-01-08,네이버,네이버,NV-021,3,3,44373,47700
2026-01-08,네이버,네이버,NV-024,1,1,10780,11780
2026-01-08,네이버,네이버,NV-025,3,3,92084,99180
2026-01-08,네이버,네이버,NV-026,5,6,76701,82950
2026-01-08,네이버,네이버,NV-028,1,1,18887,20640
2026-01-08,네이버,네이버,NV-030,2,2,39509,42700
2026-01-08,네이버,네이버,NV-032,1,1,24614,26900
2026-01-08,네이버,네이버,NV-034,3,3,39987,43700
2026-01-08,네이버,네이버,NV-036,1,1,14687,16050
2026-01-08,네이버,네이버,NV-037,1,1,25117,27450
2026-01-08,네이버,네이버,NV-039,1,1,9257,9900
2026-01-08,네이버,네이버,NV-042,1,1,25986,28400
2026-01-08,네이버,네이버,NV-043,1,1,40077,43800
2026-01-08,네이버,네이버,SHIP,199,0,576210,594000
2026-01-09,네이버,네이버,NV-002,38,39,545598,588010
2026-01-09,네이버,네이버,NV-003,64,65,1004990,1088690
2026-01-09,네이버,네이버,NV-004,7,7,70542,76550
2026-01-09,네이버,네이버,NV-005,1,1,9517,10400
2026-01-09,네이버,네이버,NV-006,6,6,81368,87020
2026-01-09,네이버,네이버,NV-007,1,1,6920,7400
2026-01-09,네이버,네이버,NV-008,22,22,535600,579050
2026-01-09,네이버,네이버,NV-009,9,8,92289,99300
2026-01-09,네이버,네이버,NV-010,2,2,50870,55000
2026-01-09,네이버,네이버,NV-012,2,2,26928,28800
2026-01-09,네이버,네이버,NV-013,1,1,9974,10900
2026-01-09,네이버,네이버,NV-016,5,5,71678,77850
2026-01-09,네이버,네이버,NV-018,3,3,34158,36530
2026-01-09,네이버,네이버,NV-020,6,6,104067,112090
2026-01-09,네이버,네이버,NV-022,2,2,31266,33800
2026-01-09,네이버,네이버,NV-024,1,1,11594,12400
2026-01-09,네이버,네이버,NV-025,8,7,219533,237690
2026-01-09,네이버,네이버,NV-026,6,6,70271,76160
2026-01-09,네이버,네이버,NV-028,4,5,96923,105470
2026-01-09,네이버,네이버,NV-030,1,1,20477,21900
2026-01-09,네이버,네이버,NV-031,1,1,25124,26870
2026-01-09,네이버,네이버,NV-032,2,2,49766,53800
2026-01-09,네이버,네이버,NV-033,1,1,13231,14150
2026-01-09,네이버,네이버,NV-034,1,1,12948,14150
2026-01-09,네이버,네이버,NV-036,1,1,15802,16900
2026-01-09,네이버,네이버,NV-042,1,1,27359,29900
2026-01-09,네이버,네이버,NV-044,1,1,13497,14750
2026-01-09,네이버,네이버,SHIP,161,0,470464,485000
2026-01-10,네이버,네이버,NV-002,20,20,303114,326230
2026-01-10,네이버,네이버,NV-003,47,50,768865,831930
2026-01-10,네이버,네이버,NV-004,10,10,99564,107750
2026-01-10,네이버,네이버,NV-005,2,2,46610,49850
2026-01-10,네이버,네이버,NV-006,6,6,80397,86280
2026-01-10,네이버,네이버,NV-007,2,2,15979,17300
2026-01-10,네이버,네이버,NV-008,21,21,531238,574820
2026-01-10,네이버,네이버,NV-009,4,4,47991,51600
2026-01-10,네이버,네이버,NV-012,3,3,39446,42480
2026-01-10,네이버,네이버,NV-013,1,1,13634,14900
2026-01-10,네이버,네이버,NV-016,2,2,30047,32480
2026-01-10,네이버,네이버,NV-018,5,5,56604,60790
2026-01-10,네이버,네이버,NV-019,2,2,20095,21800
2026-01-10,네이버,네이버,NV-020,1,1,17999,19250
2026-01-10,네이버,네이버,NV-023,1,2,25320,27670
2026-01-10,네이버,네이버,NV-024,1,1,15464,16900
2026-01-10,네이버,네이버,NV-025,6,8,232358,248510
2026-01-10,네이버,네이버,NV-026,4,4,45294,48440
2026-01-10,네이버,네이버,NV-028,3,4,80842,86920
2026-01-10,네이버,네이버,NV-030,1,1,20039,21900
2026-01-10,네이버,네이버,NV-032,1,1,23378,25550
2026-01-10,네이버,네이버,NV-037,1,1,25117,27450
2026-01-10,네이버,네이버,NV-043,1,1,38073,41610
2026-01-10,네이버,네이버,SHIP,112,0,325930,336000
2026-01-11,네이버,네이버,NV-002,40,42,520512,560460
2026-01-11,네이버,네이버,NV-003,79,79,1240941,1342920
2026-01-11,네이버,네이버,NV-004,5,5,44120,48000
2026-01-11,네이버,네이버,NV-005,5,5,65882,70800
2026-01-11,네이버,네이버,NV-006,8,7,92749,99790
2026-01-11,네이버,네이버,NV-007,4,4,29816,32100
2026-01-11,네이버,네이버,NV-008,24,23,559960,602800
2026-01-11,네이버,네이버,NV-009,10,12,152562,164250
2026-01-11,네이버,네이버,NV-010,1,1,14727,15750
2026-01-11,네이버,네이버,NV-012,2,2,25983,28080
2026-01-11,네이버,네이버,NV-013,3,2,23403,25250
2026-01-11,네이버,네이버,NV-016,4,5,67571,72520
2026-01-11,네이버,네이버,NV-017,1,1,16228,17450
2026-01-11,네이버,네이버,NV-018,8,9,99969,108180
2026-01-11,네이버,네이버,NV-020,4,4,69050,75060
2026-01-11,네이버,네이버,NV-021,1,1,10659,11400
2026-01-11,네이버,네이버,NV-025,4,3,93510,100890
2026-01-11,네이버,네이버,NV-026,3,3,34899,37830
2026-01-11,네이버,네이버,NV-030,2,2,39487,42700
2026-01-11,네이버,네이버,NV-031,1,1,24587,26870
2026-01-11,네이버,네이버,NV-032,2,2,47267,51100
2026-01-11,네이버,네이버,NV-037,7,7,194747,210970
2026-01-11,네이버,네이버,NV-038,1,1,22066,23600
2026-01-11,네이버,네이버,NV-043,1,1,19448,20800
2026-01-11,네이버,네이버,SHIP,174,0,500544,516000
2026-01-12,네이버,네이버,NV-002,45,44,570814,615760
2026-01-12,네이버,네이버,NV-003,86,90,1377060,1484880
2026-01-12,네이버,네이버,NV-004,10,10,108668,118000
2026-01-12,네이버,네이버,NV-005,3,3,34157,36750
2026-01-12,네이버,네이버,NV-006,10,9,119813,129050
2026-01-12,네이버,네이버,NV-007,4,4,33691,36600
2026-01-12,네이버,네이버,NV-008,44,44,1067564,1155300
2026-01-12,네이버,네이버,NV-009,12,12,152644,164600
2026-01-12,네이버,네이버,NV-010,2,2,40358,43500
2026-01-12,네이버,네이버,NV-012,2,2,25911,28080
2026-01-12,네이버,네이버,NV-013,1,1,9517,10400
2026-01-12,네이버,네이버,NV-015,1,1,11594,12400
2026-01-12,네이버,네이버,NV-016,10,11,147460,159720
2026-01-12,네이버,네이버,NV-017,1,1,17052,17950
2026-01-12,네이버,네이버,NV-018,7,6,89213,96180
2026-01-12,네이버,네이버,NV-019,1,1,13634,14900
2026-01-12,네이버,네이버,NV-020,4,4,68957,74560
2026-01-12,네이버,네이버,NV-022,3,3,45497,49000
2026-01-12,네이버,네이버,NV-023,1,1,12556,13720
2026-01-12,네이버,네이버,NV-025,4,4,124061,133380
2026-01-12,네이버,네이버,NV-026,2,2,18440,19720
2026-01-12,네이버,네이버,NV-027,1,1,33567,35900
2026-01-12,네이버,네이버,NV-028,4,5,98274,106470
2026-01-12,네이버,네이버,NV-032,1,1,24614,26900
2026-01-12,네이버,네이버,NV-033,1,1,12948,14150
2026-01-12,네이버,네이버,NV-044,1,1,26993,29500
2026-01-12,네이버,네이버,NV-045,1,1,19947,21800
2026-01-12,네이버,네이버,NV-046,1,1,13231,14150
2026-01-12,네이버,네이버,SHIP,198,0,567473,585000
2026-01-13,네이버,네이버,NV-002,56,58,734435,792540
2026-01-13,네이버,네이버,NV-003,70,71,1081449,1169850
2026-01-13,네이버,네이버,NV-004,11,11,124769,135400
2026-01-13,네이버,네이버,NV-005,7,7,85048,91900
2026-01-13,네이버,네이버,NV-006,11,11,148751,160030
2026-01-13,네이버,네이버,NV-007,5,5,50321,54400
2026-01-13,네이버,네이버,NV-008,36,35,840875,915590
2026-01-13,네이버,네이버,NV-009,10,10,129140,139450
2026-01-13,네이버,네이버,NV-010,5,5,164568,179250
2026-01-13,네이버,네이버,NV-012,1,1,13464,14400
2026-01-13,네이버,네이버,NV-013,4,3,40274,43700
2026-01-13,네이버,네이버,NV-016,3,3,24541,26560
2026-01-13,네이버,네이버,NV-017,1,1,15856,17050
2026-01-13,네이버,네이버,NV-018,3,3,32851,35640
2026-01-13,네이버,네이버,NV-019,2,2,26582,29050
2026-01-13,네이버,네이버,NV-020,4,4,68224,74560
2026-01-13,네이버,네이버,NV-021,1,1,9974,10900
2026-01-13,네이버,네이버,NV-024,1,1,11016,11780
2026-01-13,네이버,네이버,NV-025,5,7,402261,438180
2026-01-13,네이버,네이버,NV-026,3,3,35761,39080
2026-01-13,네이버,네이버,NV-027,1,1,33566,35900
2026-01-13,네이버,네이버,NV-028,6,8,198710,216210
2026-01-13,네이버,네이버,NV-030,1,1,19448,20800
2026-01-13,네이버,네이버,NV-032,3,3,72419,78000
2026-01-13,네이버,네이버,NV-035,1,2,6222,6800
2026-01-13,네이버,네이버,NV-038,1,1,23282,24900
2026-01-13,네이버,네이버,NV-045,1,1,19947,21800
2026-01-13,네이버,네이버,SHIP,191,0,559708,577000
2026-01-14,네이버,네이버,NV-002,48,48,587973,634350
2026-01-14,네이버,네이버,NV-003,75,76,1186959,1282390
2026-01-14,네이버,네이버,NV-004,12,11,112095,120900
2026-01-14,네이버,네이버,NV-005,5,5,74714,80360
2026-01-14,네이버,네이버,NV-006,8,7,91669,99550
2026-01-14,네이버,네이버,NV-007,1,1,13543,14800
2026-01-14,네이버,네이버,NV-008,39,38,925240,997660
2026-01-14,네이버,네이버,NV-009,11,11,129739,139300
2026-01-14,네이버,네이버,NV-010,1,1,24910,26640
2026-01-14,네이버,네이버,NV-012,1,1,12518,13680
2026-01-14,네이버,네이버,NV-013,2,2,22648,24750
2026-01-14,네이버,네이버,NV-016,5,4,39695,42800
2026-01-14,네이버,네이버,NV-017,1,1,16198,17050
2026-01-14,네이버,네이버,NV-018,3,3,33666,36270
2026-01-14,네이버,네이버,NV-020,6,6,104295,113560
2026-01-14,네이버,네이버,NV-025,5,5,157601,169290
2026-01-14,네이버,네이버,NV-026,4,4,45082,48940
2026-01-14,네이버,네이버,NV-028,4,4,79387,85830
2026-01-14,네이버,네이버,NV-030,1,1,19448,20800
2026-01-14,네이버,네이버,NV-031,1,1,25124,26870
2026-01-14,네이버,네이버,NV-037,1,1,25117,27450
2026-01-14,네이버,네이버,NV-041,1,1,16662,17820
2026-01-14,네이버,네이버,NV-043,1,1,19235,21020
2026-01-14,네이버,네이버,NV-045,8,8,72014,78700
2026-01-14,네이버,네이버,NV-047,1,1,9164,9800
2026-01-14,네이버,네이버,SHIP,187,0,548066,565000
2026-01-15,네이버,네이버,NV-002,41,41,555926,599800
2026-01-15,네이버,네이버,NV-003,69,70,1061896,1148380
2026-01-15,네이버,네이버,NV-004,11,12,130217,141550
2026-01-15,네이버,네이버,NV-005,5,5,67234,72500
2026-01-15,네이버,네이버,NV-006,11,12,162616,174520
2026-01-15,네이버,네이버,NV-007,1,1,6919,7400
2026-01-15,네이버,네이버,NV-008,32,33,799013,861800
2026-01-15,네이버,네이버,NV-009,10,10,186981,202710
2026-01-15,네이버,네이버,NV-010,5,5,101537,110390
2026-01-15,네이버,네이버,NV-012,3,3,39720,42480
2026-01-15,네이버,네이버,NV-013,3,3,33800,36700
2026-01-15,네이버,네이버,NV-014,1,1,15455,16890
2026-01-15,네이버,네이버,NV-016,5,5,62222,67760
2026-01-15,네이버,네이버,NV-018,2,2,22099,23890
2026-01-15,네이버,네이버,NV-019,4,4,47972,52100
2026-01-15,네이버,네이버,NV-020,2,2,34342,37530
2026-01-15,네이버,네이버,NV-023,1,1,12829,13720
2026-01-15,네이버,네이버,NV-025,3,3,92997,100890
2026-01-15,네이버,네이버,NV-026,9,9,117669,127100
2026-01-15,네이버,네이버,NV-028,3,3,58071,63010
2026-01-15,네이버,네이버,NV-030,2,2,39927,42700
2026-01-15,네이버,네이버,NV-032,1,1,23889,25550
2026-01-15,네이버,네이버,NV-033,1,1,13231,14150
2026-01-15,네이버,네이버,NV-035,1,1,3179,3400
2026-01-15,네이버,네이버,NV-037,1,1,25666,27450
2026-01-15,네이버,네이버,NV-038,1,1,12993,14200
2026-01-15,네이버,네이버,NV-041,1,1,16663,17820
2026-01-15,네이버,네이버,NV-044,2,2,40623,43750
2026-01-15,네이버,네이버,NV-045,10,10,96962,105310
2026-01-15,네이버,네이버,NV-046,2,2,22721,24300
2026-01-15,네이버,네이버,SHIP,181,0,531578,548000
2026-01-16,네이버,네이버,NV-002,35,36,454174,490700
2026-01-16,네이버,네이버,NV-003,60,61,1020237,1100580
2026-01-16,네이버,네이버,NV-004,8,8,84323,91200
2026-01-16,네이버,네이버,NV-005,4,4,55134,59900
2026-01-16,네이버,네이버,NV-006,6,4,52532,56780
2026-01-16,네이버,네이버,NV-007,4,4,52416,56800
2026-01-16,네이버,네이버,NV-008,31,31,755387,814580
2026-01-16,네이버,네이버,NV-009,10,9,152547,166550
2026-01-16,네이버,네이버,NV-010,3,2,40359,43500
2026-01-16,네이버,네이버,NV-012,3,4,52622,56880
2026-01-16,네이버,네이버,NV-013,2,2,23608,25800
2026-01-16,네이버,네이버,NV-016,2,2,20971,22660
2026-01-16,네이버,네이버,NV-017,1,1,16228,17450
2026-01-16,네이버,네이버,NV-018,3,3,34017,36900
2026-01-16,네이버,네이버,NV-019,2,2,26582,29050
2026-01-16,네이버,네이버,NV-020,2,3,51497,56280
2026-01-16,네이버,네이버,NV-024,1,1,11346,12400
2026-01-16,네이버,네이버,NV-025,4,4,124027,133380
2026-01-16,네이버,네이버,NV-026,2,2,17589,19220
2026-01-16,네이버,네이버,NV-028,1,1,19426,21230
2026-01-16,네이버,네이버,NV-030,1,1,20039,21900
2026-01-16,네이버,네이버,NV-037,2,2,51827,56640
2026-01-16,네이버,네이버,NV-045,8,8,80124,87100
2026-01-16,네이버,네이버,SHIP,140,0,392864,405000
2026-01-17,네이버,네이버,NV-002,24,24,279114,301000
2026-01-17,네이버,네이버,NV-003,33,34,518358,561200
2026-01-17,네이버,네이버,NV-004,12,12,124200,135300
2026-01-17,네이버,네이버,NV-005,3,3,34909,38150
2026-01-17,네이버,네이버,NV-006,9,9,134179,143800
2026-01-17,네이버,네이버,NV-007,3,3,25088,27200
2026-01-17,네이버,네이버,NV-008,26,24,586334,632060
2026-01-17,네이버,네이버,NV-009,8,8,103768,112850
2026-01-17,네이버,네이버,NV-012,1,1,12792,13680
2026-01-17,네이버,네이버,NV-013,2,2,20166,21800
2026-01-17,네이버,네이버,NV-016,4,3,40483,44240
2026-01-17,네이버,네이버,NV-017,1,0,0,0
2026-01-17,네이버,네이버,NV-018,2,2,21862,23890
2026-01-17,네이버,네이버,NV-019,4,4,41109,44600
2026-01-17,네이버,네이버,NV-020,6,6,121021,131840
2026-01-17,네이버,네이버,NV-022,1,1,15464,16900
2026-01-17,네이버,네이버,NV-023,1,1,12830,13720
2026-01-17,네이버,네이버,NV-025,5,5,153722,165870
2026-01-17,네이버,네이버,NV-026,1,1,9220,9860
2026-01-17,네이버,네이버,NV-028,1,1,19300,20640
2026-01-17,네이버,네이버,NV-030,1,1,19033,20800
2026-01-17,네이버,네이버,NV-034,1,1,13932,14900
2026-01-17,네이버,네이버,NV-038,1,1,22784,24900
2026-01-17,네이버,네이버,NV-045,12,11,114030,124620
2026-01-17,네이버,네이버,NV-048,2,2,49777,54400
2026-01-17,네이버,네이버,SHIP,117,0,344365,355000
2026-01-18,네이버,네이버,NV-002,31,30,386725,417760
2026-01-18,네이버,네이버,NV-003,74,75,1197106,1289290
2026-01-18,네이버,네이버,NV-004,6,6,53752,57900
2026-01-18,네이버,네이버,NV-005,5,5,64971,70300
2026-01-18,네이버,네이버,NV-006,8,7,94188,101030
2026-01-18,네이버,네이버,NV-007,3,3,32351,34600
2026-01-18,네이버,네이버,NV-008,28,28,703679,761610
2026-01-18,네이버,네이버,NV-009,6,6,80297,86410
2026-01-18,네이버,네이버,NV-010,2,2,50039,54110
